customer_id,interaction_date,interaction_type,nps_last_research
333,2025-09-04,Suporte Técnico,
522,2023-08-05,Suporte Técnico,7.0
136,2021-11-27,Reunião QBR,
874,2025-10-24,Email de Acompanhamento,
994,2022-11-03,Reunião QBR,4.0
553,2025-03-21,Reunião QBR,10.0
486,2020-05-31,Suporte Técnico,9.0
396,2022-09-25,Suporte Técnico,
401,2025-04-30,Email de Acompanhamento,
163,2024-09-10,Suporte Técnico,
713,2021-05-13,Suporte Técnico,2.0
734,2022-09-03,Suporte Técnico,0.0
605,2021-10-12,Suporte Técnico,8.0
431,2021-05-23,Email de Acompanhamento,
737,2023-07-26,Reunião QBR,3.0
26,2021-02-26,Reunião QBR,
796,2023-06-29,Email de Acompanhamento,
931,2020-10-08,Reunião QBR,
527,2023-05-03,Suporte Técnico,
951,2022-07-21,Suporte Técnico,
392,2021-05-17,Reunião QBR,
555,2022-03-18,Email de Acompanhamento,
594,2023-11-21,Reunião QBR,
916,2025-10-17,Suporte Técnico,4.0
978,2020-05-13,Reunião QBR,6.0
939,2023-08-28,Email de Acompanhamento,0.0
62,2023-04-16,Reunião QBR,
800,2024-08-30,Email de Acompanhamento,9.0
585,2021-09-09,Suporte Técnico,4.0
995,2024-04-04,Suporte Técnico,2.0
578,2024-09-08,Email de Acompanhamento,
610,2023-11-29,Reunião QBR,2.0
351,2022-12-29,Reunião QBR,5.0
1000,2024-06-30,Reunião QBR,8.0
363,2022-01-26,Email de Acompanhamento,6.0
18,2025-07-24,Suporte Técnico,
20,2021-03-10,Email de Acompanhamento,
83,2022-10-26,Reunião QBR,
867,2022-02-23,Suporte Técnico,
315,2022-08-27,Email de Acompanhamento,
357,2022-04-05,Suporte Técnico,3.0
850,2024-04-26,Reunião QBR,
509,2022-04-23,Reunião QBR,
279,2025-09-06,Email de Acompanhamento,
520,2024-02-29,Reunião QBR,
479,2021-10-10,Email de Acompanhamento,
679,2022-11-09,Reunião QBR,
232,2021-05-13,Suporte Técnico,2.0
210,2022-01-19,Reunião QBR,
146,2021-06-13,Reunião QBR,8.0
939,2022-01-09,Suporte Técnico,
565,2025-06-17,Reunião QBR,
163,2025-07-29,Reunião QBR,
850,2022-12-09,Suporte Técnico,
433,2022-02-24,Email de Acompanhamento,
848,2026-02-23,Email de Acompanhamento,4.0
780,2024-04-10,Reunião QBR,9.0
199,2024-01-13,Reunião QBR,
174,2023-07-07,Email de Acompanhamento,4.0
78,2024-06-30,Reunião QBR,6.0
129,2022-07-07,Reunião QBR,
454,2022-08-31,Email de Acompanhamento,
990,2024-06-07,Reunião QBR,4.0
410,2021-03-21,Reunião QBR,10.0
386,2025-03-05,Suporte Técnico,7.0
603,2024-09-04,Suporte Técnico,
721,2022-10-12,Email de Acompanhamento,7.0
554,2022-08-07,Email de Acompanhamento,2.0
120,2023-06-13,Suporte Técnico,
153,2024-02-28,Suporte Técnico,4.0
9,2021-04-07,Suporte Técnico,6.0
760,2022-04-24,Reunião QBR,9.0
722,2020-06-30,Reunião QBR,10.0
278,2022-03-23,Suporte Técnico,0.0
201,2022-10-31,Email de Acompanhamento,
601,2023-11-24,Email de Acompanhamento,
530,2023-02-04,Reunião QBR,10.0
310,2026-02-06,Email de Acompanhamento,3.0
213,2022-10-30,Reunião QBR,
714,2022-04-11,Suporte Técnico,3.0
56,2025-01-18,Email de Acompanhamento,8.0
726,2022-06-27,Suporte Técnico,
630,2025-10-06,Suporte Técnico,8.0
349,2023-09-24,Reunião QBR,9.0
945,2024-06-13,Reunião QBR,1.0
613,2020-05-18,Suporte Técnico,
379,2020-08-22,Email de Acompanhamento,
676,2022-11-30,Suporte Técnico,5.0
636,2022-03-03,Reunião QBR,7.0
543,2025-07-29,Suporte Técnico,0.0
170,2023-01-02,Reunião QBR,9.0
886,2022-04-22,Email de Acompanhamento,
125,2022-07-11,Email de Acompanhamento,9.0
783,2021-11-03,Reunião QBR,
695,2022-12-01,Email de Acompanhamento,5.0
910,2023-02-15,Suporte Técnico,6.0
714,2021-09-22,Email de Acompanhamento,8.0
905,2024-03-26,Reunião QBR,
695,2023-09-08,Email de Acompanhamento,
486,2022-06-22,Email de Acompanhamento,
111,2021-05-06,Reunião QBR,0.0
227,2025-10-12,Reunião QBR,3.0
947,2026-08-22,Reunião QBR,5.0
117,2024-03-16,Reunião QBR,
536,2024-05-10,Email de Acompanhamento,
503,2021-03-27,Suporte Técnico,
986,2020-12-14,Suporte Técnico,5.0
217,2023-05-13,Suporte Técnico,0.0
288,2022-10-09,Email de Acompanhamento,
854,2023-06-07,Reunião QBR,
291,2023-11-18,Suporte Técnico,3.0
294,2025-05-02,Reunião QBR,4.0
891,2024-03-02,Email de Acompanhamento,
910,2024-07-25,Reunião QBR,
930,2023-07-07,Suporte Técnico,6.0
75,2023-04-08,Suporte Técnico,1.0
776,2024-03-15,Suporte Técnico,
192,2024-11-10,Suporte Técnico,2.0
287,2023-07-17,Suporte Técnico,
833,2021-07-12,Suporte Técnico,7.0
765,2022-11-07,Reunião QBR,3.0
362,2023-08-20,Reunião QBR,8.0
45,2022-10-07,Suporte Técnico,
964,2026-06-19,Suporte Técnico,
758,2024-04-12,Email de Acompanhamento,5.0
937,2020-09-21,Email de Acompanhamento,
342,2023-04-23,Email de Acompanhamento,
640,2023-12-14,Suporte Técnico,
183,2024-03-27,Reunião QBR,9.0
982,2025-02-03,Reunião QBR,
314,2023-10-20,Suporte Técnico,
716,2023-09-06,Suporte Técnico,
306,2024-04-21,Suporte Técnico,
440,2024-04-21,Suporte Técnico,
687,2022-06-23,Reunião QBR,10.0
108,2026-03-04,Email de Acompanhamento,0.0
213,2024-03-20,Reunião QBR,
672,2024-05-15,Suporte Técnico,9.0
862,2022-12-09,Suporte Técnico,0.0
731,2025-10-02,Reunião QBR,
431,2022-08-13,Suporte Técnico,
458,2022-06-14,Email de Acompanhamento,
938,2024-12-13,Email de Acompanhamento,
28,2025-05-10,Suporte Técnico,6.0
307,2025-05-29,Email de Acompanhamento,
164,2025-03-24,Reunião QBR,
540,2023-07-11,Reunião QBR,8.0
976,2023-12-31,Suporte Técnico,
616,2021-11-16,Reunião QBR,7.0
63,2022-12-24,Suporte Técnico,9.0
218,2024-05-31,Reunião QBR,2.0
895,2024-06-10,Email de Acompanhamento,
275,2021-12-05,Reunião QBR,
189,2022-08-03,Suporte Técnico,
288,2022-04-19,Suporte Técnico,4.0
799,2025-04-22,Reunião QBR,3.0
783,2021-08-16,Suporte Técnico,0.0
642,2021-09-17,Suporte Técnico,
8,2023-04-26,Reunião QBR,
264,2022-04-13,Email de Acompanhamento,
322,2024-12-17,Reunião QBR,
496,2026-04-12,Suporte Técnico,
816,2023-11-01,Reunião QBR,0.0
586,2023-11-08,Suporte Técnico,0.0
954,2022-10-23,Suporte Técnico,
320,2024-02-28,Reunião QBR,0.0
206,2021-08-06,Suporte Técnico,0.0
124,2023-02-21,Reunião QBR,6.0
484,2022-09-09,Reunião QBR,8.0
976,2021-08-30,Reunião QBR,1.0
35,2020-04-27,Reunião QBR,
825,2025-06-17,Reunião QBR,10.0
318,2026-02-20,Suporte Técnico,4.0
683,2023-10-27,Reunião QBR,10.0
102,2025-08-22,Reunião QBR,
30,2023-09-23,Suporte Técnico,6.0
292,2023-07-19,Email de Acompanhamento,
871,2024-05-21,Suporte Técnico,10.0
444,2021-04-13,Suporte Técnico,9.0
835,2021-07-25,Reunião QBR,
169,2022-09-09,Suporte Técnico,10.0
746,2023-07-14,Email de Acompanhamento,1.0
352,2023-07-18,Email de Acompanhamento,
546,2023-01-21,Email de Acompanhamento,0.0
416,2022-11-06,Email de Acompanhamento,3.0
483,2023-01-09,Suporte Técnico,
281,2021-06-04,Email de Acompanhamento,2.0
739,2021-09-11,Email de Acompanhamento,
290,2025-02-13,Reunião QBR,
79,2024-12-02,Email de Acompanhamento,6.0
293,2020-10-17,Suporte Técnico,8.0
850,2023-06-26,Email de Acompanhamento,8.0
396,2024-07-23,Reunião QBR,6.0
702,2024-12-31,Suporte Técnico,
290,2025-10-23,Suporte Técnico,6.0
226,2023-11-28,Reunião QBR,
796,2023-03-15,Reunião QBR,2.0
318,2025-03-06,Reunião QBR,
677,2021-09-23,Suporte Técnico,
471,2022-01-03,Suporte Técnico,9.0
3,2022-06-05,Reunião QBR,5.0
702,2022-10-05,Email de Acompanhamento,8.0
154,2022-01-10,Suporte Técnico,
650,2025-02-06,Email de Acompanhamento,
516,2021-02-24,Email de Acompanhamento,5.0
933,2025-01-18,Email de Acompanhamento,
27,2023-11-14,Email de Acompanhamento,5.0
271,2023-12-25,Suporte Técnico,3.0
291,2026-04-04,Email de Acompanhamento,2.0
30,2024-12-26,Suporte Técnico,
94,2023-11-08,Email de Acompanhamento,
884,2023-11-23,Suporte Técnico,
519,2022-03-19,Suporte Técnico,4.0
672,2024-06-09,Suporte Técnico,2.0
79,2024-05-21,Email de Acompanhamento,
573,2024-08-20,Email de Acompanhamento,
67,2023-08-05,Email de Acompanhamento,
459,2025-07-26,Reunião QBR,5.0
75,2022-03-06,Suporte Técnico,2.0
700,2024-04-12,Reunião QBR,
41,2022-08-09,Email de Acompanhamento,3.0
260,2025-04-14,Suporte Técnico,
701,2023-06-10,Reunião QBR,
701,2023-03-23,Suporte Técnico,
916,2026-02-10,Email de Acompanhamento,
532,2025-03-25,Email de Acompanhamento,10.0
581,2022-05-19,Reunião QBR,
994,2021-12-26,Reunião QBR,
724,2023-03-18,Email de Acompanhamento,8.0
415,2021-08-04,Reunião QBR,
471,2022-10-31,Suporte Técnico,
14,2023-10-06,Suporte Técnico,
507,2022-05-20,Email de Acompanhamento,
372,2022-07-27,Reunião QBR,
726,2021-06-26,Email de Acompanhamento,
525,2024-10-19,Reunião QBR,
443,2023-09-29,Email de Acompanhamento,
660,2022-10-09,Suporte Técnico,
523,2025-04-03,Reunião QBR,
391,2021-09-12,Email de Acompanhamento,8.0
815,2024-02-01,Reunião QBR,8.0
355,2023-12-11,Reunião QBR,
584,2022-11-29,Email de Acompanhamento,4.0
190,2024-12-17,Email de Acompanhamento,5.0
521,2024-11-26,Reunião QBR,
820,2025-08-18,Reunião QBR,
357,2022-12-18,Email de Acompanhamento,
141,2024-09-15,Suporte Técnico,9.0
76,2024-05-10,Reunião QBR,
695,2023-03-21,Email de Acompanhamento,10.0
377,2024-01-03,Suporte Técnico,7.0
749,2025-07-06,Email de Acompanhamento,5.0
894,2022-10-10,Email de Acompanhamento,7.0
258,2021-10-07,Reunião QBR,
231,2024-07-20,Suporte Técnico,2.0
888,2022-02-09,Suporte Técnico,0.0
483,2022-12-09,Suporte Técnico,
424,2022-12-27,Reunião QBR,
965,2024-09-22,Reunião QBR,0.0
81,2023-03-03,Email de Acompanhamento,5.0
195,2023-01-01,Email de Acompanhamento,4.0
43,2023-07-25,Suporte Técnico,5.0
40,2020-05-01,Suporte Técnico,
536,2022-08-02,Suporte Técnico,8.0
230,2023-08-15,Reunião QBR,
115,2025-02-16,Reunião QBR,0.0
487,2021-10-07,Email de Acompanhamento,
88,2020-11-09,Email de Acompanhamento,10.0
161,2022-11-22,Reunião QBR,2.0
787,2024-12-26,Reunião QBR,8.0
649,2025-03-23,Suporte Técnico,6.0
395,2024-11-19,Email de Acompanhamento,5.0
297,2023-11-27,Email de Acompanhamento,3.0
361,2023-05-12,Email de Acompanhamento,0.0
571,2020-12-28,Reunião QBR,
695,2023-03-27,Email de Acompanhamento,1.0
166,2024-02-25,Suporte Técnico,9.0
117,2023-05-16,Email de Acompanhamento,1.0
683,2023-09-09,Suporte Técnico,3.0
230,2023-01-29,Suporte Técnico,
156,2023-01-16,Email de Acompanhamento,
348,2025-05-11,Reunião QBR,
15,2025-03-01,Suporte Técnico,8.0
437,2023-12-23,Reunião QBR,
987,2026-05-02,Reunião QBR,
905,2022-03-14,Email de Acompanhamento,
862,2024-11-28,Suporte Técnico,
120,2025-10-04,Suporte Técnico,
677,2020-09-27,Reunião QBR,
32,2024-06-23,Suporte Técnico,6.0
472,2023-01-17,Reunião QBR,6.0
781,2025-02-17,Reunião QBR,
197,2023-02-19,Reunião QBR,
674,2025-02-17,Email de Acompanhamento,1.0
890,2023-06-13,Email de Acompanhamento,
110,2025-08-25,Reunião QBR,8.0
389,2023-07-02,Reunião QBR,3.0
634,2021-12-13,Suporte Técnico,3.0
640,2026-08-06,Email de Acompanhamento,3.0
297,2024-08-03,Suporte Técnico,
27,2023-08-22,Email de Acompanhamento,9.0
127,2023-02-01,Reunião QBR,
20,2020-11-01,Suporte Técnico,
952,2020-12-11,Suporte Técnico,9.0
357,2021-06-13,Suporte Técnico,
560,2023-12-15,Suporte Técnico,
8,2025-06-24,Suporte Técnico,
588,2022-09-13,Suporte Técnico,0.0
973,2020-09-29,Reunião QBR,
434,2023-05-22,Email de Acompanhamento,
572,2023-08-18,Reunião QBR,3.0
353,2023-06-09,Suporte Técnico,5.0
346,2024-07-02,Reunião QBR,
445,2021-09-29,Email de Acompanhamento,
934,2022-11-24,Suporte Técnico,10.0
778,2023-04-13,Reunião QBR,5.0
144,2022-05-09,Email de Acompanhamento,
1000,2024-01-02,Suporte Técnico,10.0
970,2023-09-21,Suporte Técnico,6.0
607,2026-08-23,Suporte Técnico,1.0
763,2022-09-21,Email de Acompanhamento,
334,2024-01-12,Reunião QBR,
104,2022-03-30,Reunião QBR,
733,2025-01-04,Email de Acompanhamento,
492,2021-12-05,Email de Acompanhamento,4.0
759,2024-07-16,Reunião QBR,
310,2024-05-30,Reunião QBR,6.0
774,2022-03-14,Email de Acompanhamento,5.0
404,2024-02-08,Email de Acompanhamento,
617,2025-03-28,Email de Acompanhamento,9.0
335,2022-03-11,Email de Acompanhamento,4.0
915,2022-12-05,Suporte Técnico,3.0
624,2024-07-03,Email de Acompanhamento,
683,2024-09-03,Suporte Técnico,8.0
112,2023-08-24,Email de Acompanhamento,
209,2024-05-06,Email de Acompanhamento,
216,2022-07-01,Suporte Técnico,8.0
177,2022-08-07,Reunião QBR,
418,2020-12-30,Email de Acompanhamento,5.0
739,2021-09-06,Email de Acompanhamento,
816,2024-03-27,Email de Acompanhamento,1.0
766,2023-04-14,Reunião QBR,4.0
620,2024-04-10,Suporte Técnico,2.0
100,2021-07-29,Reunião QBR,
365,2024-10-03,Reunião QBR,9.0
769,2022-08-24,Reunião QBR,
594,2024-09-09,Reunião QBR,10.0
514,2024-12-26,Reunião QBR,
184,2021-06-15,Email de Acompanhamento,10.0
860,2024-01-30,Suporte Técnico,9.0
88,2022-10-30,Email de Acompanhamento,
953,2023-04-23,Reunião QBR,9.0
137,2024-01-15,Email de Acompanhamento,1.0
129,2021-10-21,Suporte Técnico,
168,2020-08-25,Email de Acompanhamento,
842,2022-11-28,Email de Acompanhamento,0.0
96,2023-04-03,Suporte Técnico,5.0
926,2023-08-11,Email de Acompanhamento,
664,2026-05-20,Suporte Técnico,
344,2024-12-02,Email de Acompanhamento,3.0
301,2023-06-04,Email de Acompanhamento,
737,2022-01-26,Suporte Técnico,7.0
510,2023-06-09,Suporte Técnico,8.0
829,2024-10-25,Email de Acompanhamento,6.0
359,2022-11-30,Email de Acompanhamento,
869,2023-10-28,Reunião QBR,
643,2025-11-24,Reunião QBR,
471,2020-11-26,Reunião QBR,6.0
346,2023-10-28,Suporte Técnico,
151,2026-03-03,Suporte Técnico,7.0
929,2023-08-18,Reunião QBR,10.0
167,2025-08-25,Email de Acompanhamento,
352,2024-12-30,Reunião QBR,3.0
665,2021-10-31,Reunião QBR,
466,2021-05-18,Reunião QBR,
305,2025-02-04,Email de Acompanhamento,6.0
335,2021-06-15,Reunião QBR,7.0
408,2024-04-01,Email de Acompanhamento,4.0
225,2024-12-14,Suporte Técnico,
912,2023-06-17,Email de Acompanhamento,
485,2024-09-12,Suporte Técnico,
722,2022-02-06,Reunião QBR,10.0
599,2024-12-25,Suporte Técnico,2.0
536,2023-05-31,Reunião QBR,
382,2024-06-14,Suporte Técnico,7.0
178,2021-03-28,Reunião QBR,10.0
304,2023-01-04,Reunião QBR,
367,2025-04-01,Reunião QBR,3.0
584,2022-11-04,Suporte Técnico,5.0
459,2024-09-15,Reunião QBR,
486,2021-04-22,Email de Acompanhamento,0.0
866,2024-11-23,Reunião QBR,3.0
642,2021-06-09,Email de Acompanhamento,5.0
930,2022-09-25,Reunião QBR,5.0
517,2024-04-19,Suporte Técnico,7.0
267,2025-03-05,Reunião QBR,8.0
643,2025-09-18,Email de Acompanhamento,4.0
225,2025-06-25,Reunião QBR,
725,2024-01-31,Suporte Técnico,
290,2026-08-31,Suporte Técnico,
313,2024-05-22,Reunião QBR,6.0
381,2025-05-16,Reunião QBR,
634,2023-07-31,Email de Acompanhamento,2.0
871,2023-07-08,Reunião QBR,8.0
197,2023-04-11,Reunião QBR,
10,2022-11-03,Reunião QBR,4.0
902,2025-01-06,Suporte Técnico,5.0
406,2023-01-08,Reunião QBR,1.0
987,2024-09-01,Email de Acompanhamento,1.0
656,2024-05-12,Suporte Técnico,
978,2022-09-30,Reunião QBR,8.0
342,2021-11-06,Suporte Técnico,10.0
737,2023-07-23,Reunião QBR,1.0
890,2023-02-20,Suporte Técnico,5.0
113,2023-07-24,Email de Acompanhamento,2.0
623,2023-10-19,Reunião QBR,5.0
459,2023-11-20,Suporte Técnico,
674,2025-07-24,Suporte Técnico,
809,2021-12-26,Reunião QBR,
143,2025-06-03,Reunião QBR,
409,2024-01-11,Reunião QBR,
604,2024-11-10,Email de Acompanhamento,9.0
567,2021-01-05,Email de Acompanhamento,4.0
111,2021-04-21,Email de Acompanhamento,
840,2022-09-17,Email de Acompanhamento,
675,2024-10-21,Suporte Técnico,8.0
836,2021-06-27,Reunião QBR,0.0
268,2025-06-08,Reunião QBR,0.0
88,2020-07-30,Email de Acompanhamento,
938,2025-01-06,Email de Acompanhamento,6.0
786,2024-10-12,Email de Acompanhamento,10.0
651,2023-03-27,Suporte Técnico,10.0
313,2022-05-21,Email de Acompanhamento,8.0
312,2023-01-03,Reunião QBR,1.0
35,2021-04-19,Reunião QBR,2.0
779,2025-01-29,Reunião QBR,
841,2023-09-18,Reunião QBR,
113,2024-08-08,Email de Acompanhamento,
767,2021-11-16,Reunião QBR,3.0
614,2025-06-03,Suporte Técnico,6.0
303,2025-06-14,Suporte Técnico,
590,2023-03-21,Reunião QBR,5.0
298,2022-12-21,Suporte Técnico,
646,2026-10-01,Email de Acompanhamento,
884,2021-09-19,Email de Acompanhamento,
735,2022-10-16,Suporte Técnico,3.0
260,2024-05-19,Reunião QBR,
507,2022-06-25,Suporte Técnico,2.0
990,2022-10-03,Reunião QBR,2.0
915,2024-11-15,Suporte Técnico,
137,2024-05-29,Suporte Técnico,
673,2023-06-05,Email de Acompanhamento,7.0
45,2022-12-09,Email de Acompanhamento,8.0
572,2024-05-14,Suporte Técnico,6.0
232,2022-10-16,Reunião QBR,8.0
186,2023-05-29,Suporte Técnico,4.0
532,2026-08-17,Reunião QBR,0.0
504,2023-02-20,Reunião QBR,8.0
582,2023-07-18,Email de Acompanhamento,
789,2022-05-21,Suporte Técnico,4.0
719,2023-11-07,Email de Acompanhamento,
455,2023-12-10,Email de Acompanhamento,9.0
885,2024-09-14,Email de Acompanhamento,
626,2023-03-15,Suporte Técnico,
759,2024-04-27,Email de Acompanhamento,3.0
218,2024-01-12,Suporte Técnico,0.0
904,2023-05-26,Suporte Técnico,
314,2026-01-16,Suporte Técnico,
474,2023-03-22,Suporte Técnico,10.0
578,2025-02-27,Suporte Técnico,
193,2025-01-10,Suporte Técnico,2.0
525,2025-04-28,Reunião QBR,
811,2023-01-16,Reunião QBR,0.0
946,2023-09-09,Suporte Técnico,8.0
478,2024-02-22,Reunião QBR,1.0
858,2025-04-15,Reunião QBR,9.0
443,2022-11-11,Suporte Técnico,
253,2026-04-15,Reunião QBR,
33,2025-01-07,Email de Acompanhamento,8.0
235,2022-08-27,Email de Acompanhamento,
327,2025-02-18,Reunião QBR,8.0
338,2022-04-13,Email de Acompanhamento,
132,2024-03-25,Reunião QBR,7.0
313,2024-02-04,Suporte Técnico,
97,2024-11-14,Suporte Técnico,
345,2024-01-08,Reunião QBR,
447,2024-02-02,Reunião QBR,
803,2024-03-06,Email de Acompanhamento,2.0
983,2021-11-26,Reunião QBR,0.0
83,2023-12-27,Email de Acompanhamento,
35,2020-12-03,Suporte Técnico,
898,2024-02-08,Reunião QBR,
743,2020-10-05,Reunião QBR,9.0
936,2025-03-30,Suporte Técnico,
664,2026-03-10,Email de Acompanhamento,
648,2022-02-21,Reunião QBR,2.0
831,2021-07-02,Email de Acompanhamento,1.0
761,2023-09-10,Reunião QBR,9.0
723,2023-11-14,Email de Acompanhamento,
310,2025-01-12,Reunião QBR,
934,2022-08-31,Suporte Técnico,
820,2025-01-13,Reunião QBR,
264,2023-04-19,Email de Acompanhamento,
317,2022-07-10,Email de Acompanhamento,
250,2023-11-01,Reunião QBR,
897,2021-02-08,Email de Acompanhamento,
653,2022-10-16,Suporte Técnico,1.0
202,2023-11-07,Suporte Técnico,
750,2023-02-04,Suporte Técnico,0.0
211,2024-06-24,Email de Acompanhamento,3.0
631,2023-04-13,Reunião QBR,3.0
385,2024-07-22,Email de Acompanhamento,8.0
374,2021-01-10,Suporte Técnico,4.0
753,2024-08-08,Suporte Técnico,
61,2021-09-03,Suporte Técnico,10.0
403,2024-06-07,Email de Acompanhamento,
907,2024-01-02,Suporte Técnico,7.0
49,2022-01-17,Email de Acompanhamento,
414,2025-01-29,Email de Acompanhamento,8.0
480,2021-01-10,Email de Acompanhamento,9.0
43,2022-12-07,Reunião QBR,
767,2022-07-08,Reunião QBR,6.0
873,2025-04-07,Reunião QBR,
18,2023-08-10,Reunião QBR,4.0
507,2022-02-17,Suporte Técnico,0.0
8,2023-04-01,Reunião QBR,3.0
417,2025-04-23,Suporte Técnico,1.0
232,2022-06-18,Suporte Técnico,
682,2021-05-09,Suporte Técnico,
267,2024-05-25,Reunião QBR,
363,2022-04-04,Suporte Técnico,7.0
61,2021-10-12,Reunião QBR,
884,2021-07-15,Reunião QBR,
586,2022-10-17,Email de Acompanhamento,2.0
838,2021-04-30,Suporte Técnico,
128,2020-11-23,Reunião QBR,
861,2021-08-26,Email de Acompanhamento,5.0
800,2024-02-12,Reunião QBR,
587,2021-02-21,Reunião QBR,
495,2020-11-04,Email de Acompanhamento,
894,2022-05-24,Suporte Técnico,9.0
206,2023-05-27,Reunião QBR,
181,2023-04-23,Suporte Técnico,5.0
262,2023-11-28,Suporte Técnico,8.0
543,2025-07-07,Reunião QBR,7.0
218,2025-04-12,Reunião QBR,
359,2023-10-04,Reunião QBR,
27,2023-09-30,Email de Acompanhamento,9.0
1000,2026-05-28,Email de Acompanhamento,6.0
889,2024-10-22,Email de Acompanhamento,
710,2022-10-20,Email de Acompanhamento,
423,2023-02-15,Email de Acompanhamento,6.0
222,2023-10-28,Email de Acompanhamento,7.0
781,2023-08-18,Suporte Técnico,3.0
220,2023-08-18,Reunião QBR,
173,2021-08-27,Reunião QBR,1.0
272,2022-11-19,Reunião QBR,
410,2022-02-10,Email de Acompanhamento,
211,2025-06-14,Reunião QBR,
451,2022-05-29,Suporte Técnico,
160,2024-09-01,Suporte Técnico,
256,2024-05-29,Reunião QBR,
721,2023-07-13,Email de Acompanhamento,
611,2020-12-15,Reunião QBR,
427,2023-04-06,Email de Acompanhamento,2.0
277,2021-11-04,Suporte Técnico,
283,2023-12-14,Reunião QBR,6.0
487,2023-05-24,Reunião QBR,
262,2025-01-13,Email de Acompanhamento,6.0
766,2022-05-29,Email de Acompanhamento,4.0
227,2024-02-04,Reunião QBR,
363,2021-01-07,Email de Acompanhamento,7.0
923,2022-06-06,Suporte Técnico,1.0
533,2022-07-14,Email de Acompanhamento,2.0
499,2023-04-27,Email de Acompanhamento,
549,2025-05-05,Suporte Técnico,
243,2025-02-09,Reunião QBR,3.0
378,2022-12-24,Reunião QBR,
522,2025-08-30,Suporte Técnico,9.0
160,2024-01-24,Suporte Técnico,
773,2023-11-19,Suporte Técnico,6.0
50,2023-12-17,Reunião QBR,10.0
723,2022-07-22,Reunião QBR,6.0
906,2025-01-18,Reunião QBR,
371,2022-05-21,Suporte Técnico,0.0
604,2024-01-20,Email de Acompanhamento,8.0
794,2026-07-25,Reunião QBR,
808,2022-09-18,Suporte Técnico,
773,2024-05-05,Reunião QBR,9.0
365,2022-08-19,Email de Acompanhamento,
317,2023-04-10,Suporte Técnico,9.0
6,2025-08-03,Email de Acompanhamento,
955,2022-12-28,Reunião QBR,6.0
887,2024-02-14,Email de Acompanhamento,7.0
761,2021-04-05,Suporte Técnico,
10,2023-08-07,Email de Acompanhamento,7.0
434,2023-01-17,Email de Acompanhamento,6.0
50,2024-09-17,Suporte Técnico,
162,2023-02-14,Reunião QBR,
882,2021-04-30,Reunião QBR,
625,2022-06-19,Email de Acompanhamento,1.0
453,2023-05-20,Suporte Técnico,
395,2022-10-25,Reunião QBR,
791,2022-04-20,Suporte Técnico,5.0
685,2022-08-21,Email de Acompanhamento,
423,2024-06-07,Suporte Técnico,
259,2020-09-05,Suporte Técnico,
672,2024-12-10,Reunião QBR,4.0
265,2022-07-03,Email de Acompanhamento,
670,2024-10-04,Email de Acompanhamento,1.0
615,2024-06-16,Reunião QBR,3.0
873,2023-05-15,Reunião QBR,10.0
472,2021-12-14,Reunião QBR,
975,2022-10-07,Reunião QBR,9.0
512,2023-09-30,Email de Acompanhamento,
171,2023-11-28,Suporte Técnico,
459,2023-12-05,Email de Acompanhamento,2.0
293,2023-03-08,Suporte Técnico,
151,2026-05-08,Suporte Técnico,4.0
763,2023-08-29,Email de Acompanhamento,7.0
729,2023-10-23,Reunião QBR,7.0
959,2023-02-03,Reunião QBR,
500,2024-08-01,Suporte Técnico,
788,2024-12-21,Suporte Técnico,
419,2023-03-02,Suporte Técnico,
4,2024-12-07,Suporte Técnico,
302,2024-01-26,Suporte Técnico,3.0
147,2023-06-08,Email de Acompanhamento,
863,2021-01-08,Email de Acompanhamento,
733,2023-04-27,Suporte Técnico,
385,2023-02-09,Email de Acompanhamento,8.0
45,2023-04-18,Email de Acompanhamento,6.0
975,2020-03-26,Email de Acompanhamento,0.0
197,2023-03-07,Email de Acompanhamento,8.0
371,2022-12-23,Suporte Técnico,
482,2024-02-22,Suporte Técnico,6.0
560,2023-02-22,Email de Acompanhamento,7.0
275,2023-07-13,Suporte Técnico,5.0
457,2022-10-31,Email de Acompanhamento,3.0
889,2024-02-04,Suporte Técnico,3.0
297,2026-03-01,Suporte Técnico,6.0
351,2021-12-28,Reunião QBR,3.0
844,2021-12-20,Suporte Técnico,
396,2022-08-30,Email de Acompanhamento,5.0
472,2022-01-23,Reunião QBR,
963,2024-09-08,Suporte Técnico,
583,2023-05-01,Reunião QBR,
677,2020-11-12,Email de Acompanhamento,1.0
135,2023-04-21,Email de Acompanhamento,5.0
4,2024-10-15,Reunião QBR,0.0
19,2025-02-24,Reunião QBR,2.0
772,2026-07-19,Suporte Técnico,4.0
435,2025-12-30,Suporte Técnico,6.0
561,2025-02-15,Email de Acompanhamento,
169,2022-08-07,Suporte Técnico,
788,2024-11-29,Suporte Técnico,3.0
592,2023-03-03,Reunião QBR,10.0
615,2023-08-19,Suporte Técnico,
925,2022-02-27,Suporte Técnico,
1000,2026-01-09,Email de Acompanhamento,5.0
