customer_id,mrr,plan,contracting_date,segment,interaction_date,interaction_type,nps_last_research,event_date,logins_last_week,finished_tasks,active_users,num_opened_tickets,API Access,Advanced Reports,Attachments,Automations,Comments,Dashboards,Permission Control,Project Creation,SSO,Task Creation,weeks_since_last_interaction,tenure_in_years,weeks_since_last_usage_extraction
499,99.16,Basic,2022-09-01,Mid-Market,2024-05-18,Suporte Técnico,,2025-03-24,14.142857142857142,29.857142857142858,7.142857142857143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,132.0,4.2497261774370205,88.0
500,846.17,Enterprise,2020-03-20,SMB,2022-04-27,Reunião QBR,,2022-10-11,24.0,49.666666666666664,16.333333333333332,2.3333333333333335,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,239.0,6.698865858427845,216.0
501,51.83,Basic,2022-01-21,Mid-Market,2023-11-12,Email de Acompanhamento,8.0,2024-12-02,24.428571428571427,41.42857142857143,11.285714285714286,0.14285714285714285,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,159.0,4.860350492880613,104.0
502,23.83,Basic,2021-08-08,Mid-Market,2022-10-08,Suporte Técnico,,2023-11-28,39.0,28.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,216.0,5.315381104518484,157.0
503,1428.68,Enterprise,2020-06-25,Mid-Market,2021-07-12,Email de Acompanhamento,3.0,2022-08-17,20.8,54.2,11.0,0.4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,281.0,6.433320297223308,223.0
504,1486.4,Enterprise,2022-02-05,Enterprise,2024-06-19,Suporte Técnico,1.0,2024-12-28,35.44444444444444,54.22222222222222,11.0,0.8888888888888888,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,127.0,4.819277108433735,100.0
505,406.92,Pro,2020-08-10,Mid-Market,2021-08-08,Suporte Técnico,9.0,2023-06-26,22.666666666666668,52.0,13.333333333333334,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,277.0,6.307391474384044,179.0
506,1651.03,Enterprise,2022-12-21,Enterprise,2025-12-20,Email de Acompanhamento,3.0,2025-10-18,33.5,35.333333333333336,14.166666666666666,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,49.0,3.9457831325301207,58.0
507,1849.15,Enterprise,2022-04-26,Mid-Market,2025-03-23,Reunião QBR,8.0,2025-04-24,28.8,71.2,10.4,0.4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,88.0,4.600219058050383,83.0
508,462.57,Pro,2022-12-07,Enterprise,2025-07-28,Email de Acompanhamento,5.0,2025-03-09,20.75,51.5,8.25,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,70.0,3.9841182913472073,90.0
509,1084.31,Enterprise,2023-08-08,SMB,,,,2026-07-19,27.75,47.5,7.75,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,3.3155373032169746,19.0
510,428.81,Pro,2021-01-10,Enterprise,2022-07-23,Email de Acompanhamento,1.0,2023-10-27,18.5,51.5,7.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,227.0,5.890460976722958,161.0
511,53.6,Basic,2023-09-14,SMB,2026-08-01,Suporte Técnico,9.0,2025-07-15,24.333333333333332,52.166666666666664,10.333333333333334,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,17.0,3.2142368240930868,72.0
512,999.26,Enterprise,2021-10-28,Enterprise,,,,2024-10-05,30.333333333333332,60.333333333333336,14.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,5.093564582382474,112.0
513,319.47,Pro,2020-01-03,Mid-Market,2022-10-03,Reunião QBR,10.0,2022-03-20,32.25,61.75,16.25,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,217.0,6.909659757528353,245.0
514,58.65,Basic,2021-05-04,SMB,2023-03-12,Email de Acompanhamento,,2024-02-02,25.166666666666668,35.333333333333336,5.333333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,194.0,5.578274760383386,147.0
515,1235.01,Enterprise,2021-02-16,SMB,2023-09-08,Reunião QBR,,2021-03-15,45.0,33.0,17.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,168.0,5.7891373801916926,298.0
516,41.21,Basic,2022-01-01,Enterprise,2024-10-24,Email de Acompanhamento,0.0,2024-05-28,16.333333333333332,44.333333333333336,13.666666666666666,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,109.0,4.915115005476451,131.0
517,1502.8,Enterprise,2021-04-17,Mid-Market,2023-01-06,Suporte Técnico,2.0,2022-04-20,23.0,22.0,11.666666666666666,2.3333333333333335,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,203.0,5.624828845276129,240.0
518,115.4,Pro,2021-07-27,Enterprise,2023-02-18,Reunião QBR,6.0,2024-03-03,24.0,38.666666666666664,13.0,0.6666666666666666,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,197.0,5.348242811501597,143.0
519,63.2,Basic,2022-07-06,SMB,,,,2023-08-08,24.0,12.333333333333334,9.666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,4.405805038335159,173.0
520,1276.61,Enterprise,2020-05-20,Enterprise,,,,2022-11-09,14.8,56.2,7.8,1.6,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,6.5318732890105595,211.0
521,240.05,Pro,2021-01-20,SMB,,,,2023-11-03,33.4,36.2,6.2,0.4,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,5.863076220903697,160.0
522,143.12,Pro,2023-10-29,SMB,2025-03-02,Reunião QBR,2.0,2026-08-21,33.0,18.0,9.5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,91.0,3.0910335386721424,14.0
523,66.83,Basic,2021-02-13,Mid-Market,2022-11-28,Reunião QBR,0.0,2023-04-04,31.5,82.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,209.0,5.797352806937472,191.0
524,1798.0,Enterprise,2023-10-10,Mid-Market,2025-06-20,Suporte Técnico,9.0,2024-10-12,16.0,83.5,13.0,1.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,75.0,3.143052703627652,111.0
525,168.29,Pro,2022-02-21,Mid-Market,2024-07-21,Email de Acompanhamento,9.0,2024-07-17,9.75,57.5,11.25,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,123.0,4.775465498357065,123.0
526,450.99,Pro,2021-12-14,Enterprise,2024-02-09,Reunião QBR,2.0,2024-08-13,20.875,49.0,10.125,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,146.0,4.964856230031948,120.0
527,317.47,Pro,2020-09-14,Enterprise,2023-03-01,Reunião QBR,6.0,2023-01-22,20.6,43.2,11.8,0.4,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,195.0,6.211576065701995,201.0
528,78.65,Basic,2021-10-04,Enterprise,2022-03-11,Suporte Técnico,4.0,2023-12-15,23.25,41.75,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,246.0,5.159287996348699,154.0
529,1767.06,Enterprise,2021-05-23,SMB,2024-03-23,Suporte Técnico,3.0,2022-11-16,28.333333333333332,68.0,11.166666666666666,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,140.0,5.5262437243267915,210.0
530,33.74,Basic,2023-12-30,Enterprise,2026-09-29,Reunião QBR,9.0,2025-05-07,23.666666666666668,71.66666666666667,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,9.0,2.921286789869952,81.0
531,95.38,Basic,2020-01-09,Mid-Market,2021-01-16,Suporte Técnico,2.0,2021-10-13,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,306.0,6.893234258897145,267.0
532,43.83,Basic,2021-11-29,Mid-Market,,,,2024-08-25,28.0,63.333333333333336,11.88888888888889,0.1111111111111111,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,5.00593336376084,118.0
533,222.33,Pro,2021-01-15,Enterprise,2023-08-18,Suporte Técnico,0.0,2023-06-19,28.142857142857142,40.42857142857143,12.142857142857142,0.14285714285714285,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,171.0,5.876768598813327,180.0
534,1459.5,Enterprise,2022-10-03,Mid-Market,2023-11-20,Suporte Técnico,7.0,2025-05-27,16.545454545454547,34.09090909090909,9.363636363636363,1.2727272727272727,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,158.0,4.162102957283681,79.0
535,24.95,Basic,2022-02-12,Enterprise,2024-04-05,Suporte Técnico,,2024-09-09,15.0,43.666666666666664,11.666666666666666,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,138.0,4.800109529025192,116.0
536,191.8,Pro,2020-11-15,SMB,2022-11-17,Suporte Técnico,1.0,2023-01-13,29.0,78.5,6.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,210.0,6.0418459131795075,202.0
537,1248.85,Enterprise,2020-08-15,Mid-Market,2021-02-15,Email de Acompanhamento,,2023-05-25,28.666666666666668,53.666666666666664,4.666666666666667,1.8333333333333333,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,302.0,6.293703558858037,183.0
538,459.51,Pro,2020-03-10,Enterprise,2022-09-14,Email de Acompanhamento,9.0,2023-02-27,33.25,31.0,11.875,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,219.0,6.72624168947986,196.0
539,40.46,Basic,2023-08-11,Enterprise,2025-12-04,Email de Acompanhamento,4.0,2024-07-11,2.0,12.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,3.3073237508555784,124.0
540,93.29,Basic,2022-05-21,SMB,2024-05-26,Email de Acompanhamento,6.0,2025-05-07,23.166666666666668,48.5,10.833333333333334,0.16666666666666666,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,131.0,4.531763417305586,81.0
541,85.38,Basic,2023-03-04,SMB,2025-02-25,Email de Acompanhamento,7.0,2025-09-07,23.571428571428573,32.285714285714285,10.857142857142858,0.14285714285714285,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,92.0,3.7453798767967146,64.0
542,32.58,Basic,2022-05-28,Mid-Market,2024-02-24,Email de Acompanhamento,7.0,2023-11-10,25.5,27.5,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,144.0,4.5125958378970425,159.0
543,1291.29,Enterprise,2023-08-06,SMB,2025-05-17,Email de Acompanhamento,,2026-06-29,28.75,45.0,12.5,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,80.0,3.3210130047912387,22.0
544,1201.18,Enterprise,2020-12-25,Mid-Market,2022-08-04,Suporte Técnico,3.0,2023-09-25,26.4,53.2,10.4,1.4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,225.0,5.932342588971451,166.0
545,64.56,Basic,2022-07-23,Enterprise,2024-10-09,Reunião QBR,,2025-01-11,17.75,70.0,15.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,111.0,4.359255202628697,98.0
546,617.24,Enterprise,2023-07-01,SMB,2024-06-24,Suporte Técnico,,2025-03-30,34.0,60.75,9.75,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,127.0,3.4195756331279945,87.0
547,20.35,Basic,2023-09-23,Enterprise,2025-07-25,Email de Acompanhamento,6.0,2026-01-21,19.25,40.75,8.5,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,70.0,3.189596167008898,44.0
548,475.61,Pro,2020-01-13,Mid-Market,2022-02-28,Suporte Técnico,,2022-08-17,26.0,52.833333333333336,11.5,0.16666666666666666,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,248.0,6.882283926476339,223.0
549,74.42,Basic,2021-07-26,Enterprise,2022-06-25,Suporte Técnico,8.0,2024-06-05,15.857142857142858,34.42857142857143,12.714285714285714,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,231.0,5.350981287083523,129.0
550,28.94,Basic,2023-04-16,SMB,2026-03-04,Email de Acompanhamento,10.0,2024-07-25,21.8,40.4,10.0,0.2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,38.0,3.6276522929500343,122.0
551,575.17,Enterprise,2022-01-08,Enterprise,,,,2024-12-01,29.333333333333332,58.666666666666664,8.0,0.8333333333333334,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,4.895947426067909,104.0
552,354.69,Pro,2021-06-13,SMB,,,,2023-04-08,14.666666666666666,38.0,9.666666666666666,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,5.468735737106344,190.0
553,1602.75,Enterprise,2020-09-11,Mid-Market,2021-05-31,Reunião QBR,10.0,2023-01-03,19.2,44.2,7.6,1.6,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,287.0,6.219788815017599,204.0
554,94.15,Basic,2020-03-21,Enterprise,2022-10-10,Reunião QBR,0.0,2022-06-28,21.75,56.75,11.0,0.25,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,216.0,6.696128275322644,231.0
555,431.39,Pro,2023-07-12,SMB,,,,2026-07-11,25.6,59.9,11.7,0.3,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,3.3894592744695413,20.0
556,64.38,Basic,2020-07-14,Mid-Market,2023-02-11,Email de Acompanhamento,,2022-09-01,32.666666666666664,53.333333333333336,9.0,0.16666666666666666,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,198.0,6.3813062182244815,221.0
557,256.34,Pro,2023-04-13,SMB,2025-10-18,Suporte Técnico,7.0,2025-09-30,30.666666666666668,53.666666666666664,6.166666666666667,0.16666666666666666,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,58.0,3.6358658453114305,61.0
558,1129.5,Enterprise,2020-06-06,Enterprise,2023-04-19,Suporte Técnico,3.0,,,,,,,,,,,,,,,,188.0,6.485334376222135,
559,548.67,Enterprise,2021-07-05,SMB,2023-06-29,Reunião QBR,,2024-06-20,26.571428571428573,43.0,13.0,1.4285714285714286,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,178.0,5.40848927430397,127.0
560,218.45,Pro,2023-03-21,Enterprise,2025-09-29,Email de Acompanhamento,5.0,2024-11-19,40.0,82.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,61.0,3.698836413415469,106.0
561,857.86,Enterprise,2021-07-05,Enterprise,2024-05-01,Email de Acompanhamento,10.0,2024-06-27,26.375,37.625,9.625,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,134.0,5.40848927430397,126.0
562,50.55,Basic,2020-08-01,Mid-Market,2022-06-03,Reunião QBR,,2023-01-04,30.2,67.6,11.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,234.0,6.332029722330857,203.0
563,126.51,Pro,2023-06-11,Mid-Market,2025-07-16,Email de Acompanhamento,,2026-06-01,23.166666666666668,57.0,13.666666666666666,0.16666666666666666,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,71.0,3.4743326488706368,26.0
564,1141.35,Enterprise,2022-04-02,Enterprise,2024-03-06,Reunião QBR,,2025-01-04,36.0,53.666666666666664,11.11111111111111,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,142.0,4.665936473165389,99.0
565,71.06,Basic,2023-05-21,Mid-Market,2024-08-17,Suporte Técnico,0.0,2026-04-09,18.8,40.8,4.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,119.0,3.5318275154004106,33.0
566,126.01,Pro,2023-10-06,Enterprise,,,,2025-12-27,9.666666666666666,35.0,17.333333333333332,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,3.154004106776181,48.0
567,1052.55,Enterprise,2023-12-08,Enterprise,2024-01-11,Reunião QBR,,2026-07-24,30.0,51.0,10.0,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,150.0,2.9815195071868583,18.0
568,63.39,Basic,2023-09-18,Mid-Market,,,,2026-02-27,29.4,37.6,12.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,3.2032854209445585,39.0
569,459.56,Pro,2020-11-29,Mid-Market,2022-12-06,Email de Acompanhamento,2.0,2023-06-25,31.0,36.75,4.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,208.0,6.003519749706688,179.0
570,1646.99,Enterprise,2020-02-27,SMB,,,,2023-01-09,32.0,49.857142857142854,9.142857142857142,1.7142857142857142,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,6.759092686742276,203.0
571,1485.4,Enterprise,2022-10-15,SMB,2024-07-24,Suporte Técnico,1.0,2025-08-30,21.6,60.4,9.8,1.6,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,122.0,4.129244249726177,65.0
572,36.4,Basic,2022-03-15,Mid-Market,2024-07-07,Reunião QBR,,2024-08-06,37.0,40.2,12.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,125.0,4.715224534501643,121.0
573,1176.32,Enterprise,2023-04-20,Mid-Market,2023-04-22,Reunião QBR,7.0,2025-12-22,23.6,40.0,12.8,1.4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,188.0,3.6167008898015056,49.0
574,44.19,Basic,2021-12-09,SMB,,,,2022-04-10,18.0,13.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,4.978548607941579,242.0
575,1176.97,Enterprise,2022-06-24,Enterprise,2024-08-18,Email de Acompanhamento,,2024-07-02,35.0,57.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,119.0,4.438663745892661,126.0
576,286.17,Pro,2023-05-29,SMB,2024-12-04,Reunião QBR,9.0,2026-05-02,16.214285714285715,32.142857142857146,13.142857142857142,0.14285714285714285,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,103.0,3.509924709103354,30.0
577,46.0,Basic,2020-07-22,Mid-Market,,,,2023-01-12,29.75,40.5,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,6.359405553382871,202.0
578,304.63,Pro,2021-01-13,SMB,2023-05-26,Reunião QBR,2.0,2023-12-29,32.0,36.4,12.6,0.2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,183.0,5.882245549977179,152.0
579,1451.11,Enterprise,2021-01-16,SMB,2023-10-18,Suporte Técnico,,2023-01-18,26.25,31.75,10.0,3.75,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,162.0,5.8740301232314005,201.0
580,960.19,Enterprise,2021-08-25,Mid-Market,2024-07-12,Suporte Técnico,0.0,2023-11-02,20.666666666666668,28.666666666666668,9.0,2.3333333333333335,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,124.0,5.268827019625741,160.0
581,247.93,Pro,2021-11-03,SMB,2023-10-03,Reunião QBR,,2024-06-29,29.0,75.0,8.0,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,165.0,5.077133728890917,126.0
582,1195.06,Enterprise,2021-10-24,Enterprise,2023-03-30,Suporte Técnico,1.0,2024-01-08,36.8,43.0,8.0,1.4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,191.0,5.104518484710177,151.0
583,386.96,Pro,2020-09-11,Mid-Market,2023-02-10,Suporte Técnico,2.0,2022-07-03,13.0,75.5,14.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,198.0,6.219788815017599,230.0
584,69.45,Basic,2020-08-16,SMB,2021-10-15,Reunião QBR,2.0,2022-09-21,21.0,84.25,9.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,267.0,6.290965975752836,218.0
585,57.43,Basic,2021-03-13,Mid-Market,2022-11-14,Email de Acompanhamento,,2024-01-20,30.0,44.25,8.0,0.25,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,211.0,5.720675490643542,149.0
586,484.3,Pro,2022-11-22,Enterprise,2023-08-19,Reunião QBR,5.0,2025-09-07,23.6,35.0,10.4,0.8,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,171.0,4.025191675794086,64.0
587,159.56,Pro,2022-01-11,Mid-Market,2024-12-11,Email de Acompanhamento,9.0,2025-01-05,18.77777777777778,72.22222222222223,9.222222222222221,0.2222222222222222,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,102.0,4.887732749178532,99.0
588,1510.81,Enterprise,2022-12-15,Mid-Market,2025-09-15,Email de Acompanhamento,9.0,2024-05-11,33.333333333333336,57.333333333333336,10.0,2.6666666666666665,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,63.0,3.962212486308872,133.0
589,436.72,Pro,2023-12-19,SMB,2026-03-05,Suporte Técnico,2.0,2025-06-18,32.5,52.5,12.75,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,38.0,2.951403148528405,75.0
590,233.55,Pro,2021-04-08,Enterprise,2022-12-21,Reunião QBR,,2023-12-20,20.8,54.0,13.4,0.4,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,205.0,5.649475125513464,153.0
591,150.48,Pro,2023-11-23,SMB,2024-07-11,Suporte Técnico,7.0,2026-08-17,30.25,20.25,14.75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,124.0,3.02258726899384,15.0
592,66.9,Basic,2021-11-15,Mid-Market,,,,2024-01-14,25.833333333333332,18.166666666666668,13.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,5.044272021907805,150.0
593,335.9,Pro,2022-08-17,SMB,2025-02-02,Suporte Técnico,2.0,2025-05-02,13.2,29.8,11.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,95.0,4.290799561883899,82.0
594,571.45,Enterprise,2022-05-11,SMB,2023-10-18,Email de Acompanhamento,1.0,2025-02-26,23.2,62.2,11.8,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,162.0,4.559145673603505,91.0
595,417.57,Pro,2022-01-18,Enterprise,2023-10-23,Suporte Técnico,0.0,2024-03-31,27.0,34.333333333333336,6.666666666666667,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,162.0,4.868565169769989,139.0
596,353.94,Pro,2022-01-23,SMB,2024-03-24,Suporte Técnico,4.0,2024-08-13,21.0,57.25,12.25,0.25,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,140.0,4.85487404162103,120.0
597,347.44,Pro,2022-01-23,Enterprise,2024-11-23,Reunião QBR,8.0,2023-09-12,26.0,67.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,105.0,4.85487404162103,168.0
598,476.83,Pro,2023-05-23,Enterprise,2025-01-30,Email de Acompanhamento,8.0,2026-05-20,20.6,49.6,10.0,0.6,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,95.0,3.5263518138261465,27.0
599,1779.49,Enterprise,2020-11-16,Enterprise,2022-02-23,Email de Acompanhamento,1.0,2023-09-23,15.714285714285714,62.142857142857146,9.285714285714286,0.2857142857142857,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,248.0,6.039108330074306,166.0
600,384.12,Pro,2022-01-08,Enterprise,2022-03-24,Reunião QBR,,2024-10-27,30.25,53.0,12.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,244.0,4.895947426067909,109.0
601,658.47,Enterprise,2021-08-11,SMB,2023-09-02,Reunião QBR,10.0,2024-04-27,24.166666666666668,55.833333333333336,8.5,2.1666666666666665,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,169.0,5.307165677772706,135.0
602,46.43,Basic,2020-09-07,SMB,2023-06-10,Suporte Técnico,7.0,2022-11-09,10.75,45.25,7.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,181.0,6.230739147438404,211.0
603,327.07,Pro,2023-01-19,Mid-Market,2023-11-19,Suporte Técnico,,2025-01-27,38.5,48.0,14.25,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,158.0,3.865845311430527,96.0
604,51.12,Basic,2021-03-01,Enterprise,2023-03-06,Email de Acompanhamento,2.0,2023-12-26,18.0,69.0,13.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,195.0,5.753537197626654,153.0
605,227.11,Pro,2022-06-03,Mid-Market,2024-09-17,Reunião QBR,1.0,2025-05-22,24.875,42.5,15.375,0.25,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,115.0,4.496166484118292,79.0
606,300.52,Pro,2021-05-15,Enterprise,,,,2022-11-15,12.5,42.5,16.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,,5.548151528982199,211.0
607,405.14,Pro,2021-12-03,SMB,2024-09-26,Email de Acompanhamento,10.0,2023-09-18,28.2,40.0,11.8,0.8,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,113.0,4.994979461433135,167.0
608,55.26,Basic,2022-02-27,Enterprise,2023-06-15,Suporte Técnico,1.0,2024-11-19,11.5,63.5,13.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,180.0,4.759036144578314,106.0
609,234.22,Pro,2021-11-10,Mid-Market,2024-09-16,Suporte Técnico,2.0,2023-11-30,24.0,56.666666666666664,8.166666666666666,0.6666666666666666,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,115.0,5.057964399817434,156.0
